Brand,Product_Name,Processor,GPU,RAM,Storage,Display_Resolution,Refresh_Rate,Price,RAM_GB,Storage_GB,Refresh_Hz,CPU_Score,GPU_Score,Resolution_Score,Performance_Score
Lenovo,LOQ 15IRH8,Intel Core I5-13420H,NVIDIA® GeForce RTX™ 3050 6GB,1x 8GB SO-DIMM DDR5-5200,1TB SSD M.2 2242 PCIe® 4.0x4 NVMe®,1920 X 1080,144 Hz,37999,8,1024,144,6,6.0,3,54.25
Lenovo,LOQ 15APH8,AMD Ryzen™ 7 7840HS,NVIDIA® GeForce RTX™ 3050 6GB GDDR6,16 GB SO-DIMM DDR5-5600,512GB SSD M.2 2242 PCIe® 4.0x4 NVMe®,1920 x 1080,144 Hz,49999,16,512,144,5,6.0,3,49.5
Lenovo,Legion 7 16ITHg6,Intel® Core™ i7-11800H,NVIDIA® GeForce RTX™ 3080 16GB,32 GB SO-DIMM DDR4-3200,2x 1TB SSD M.2 2280 PCIe® 4.0x4 NVMe®,2560 x 1600,165 HZ,106000,32,1024,165,8,7.0,4,69.94
HP,Victus 15-FB0037NE,AMD Ryzen™ 5 5600H,Nvidia GeForce GTX 1650,16 GB DDR4-3200 MHz RAM (2 x 8 GB),512 GB PCIe® Gen4 NVMe™ TLC M.2 SSD,1920 x 1080,144 Hz,34999,16,512,144,5,4.0,3,42.5
Dell,Alienware M16,Intel Core I7-13700HX,NVIDIA® GeForce RTX™ 4070 8GB,"16 GB 2 x 8 GB, DDR5, 4800 MT/s","1 TB, M.2, PCIe NVMe, SSD",2560 x 1600,165 HZ,147450,16,1024,165,8,8.5,4,72.69
HP,Omen 16-K0033DX,Intel Core I9-12900H,NVIDIA® GeForce RTX™ 3060 6GB,16 GB DDR5-4800 MHz RAM (2 x 8 GB),1 TB PCIe® Gen4 NVMe™ TLC M.2 SSD,2560 x 1440,165 HZ,79777,16,1024,165,10,6.5,3,71.69
Lenovo,Legion Pro 5 16IRX8,Intel Core i7-13700HX,NVIDIA® GeForce RTX™ 4060 8GB,16GB 2x 8GB SO-DIMM DDR5-4800,1TB SSD M.2 2280 PCIe® 4.0x4 NVMe®,2560 x 1600,240 HZ,70999,16,1024,240,8,8.0,4,72.5
Lenovo,LOQ 15IRH8,Intel Core i7​​-13700H,NVIDIA® GeForce RTX™ 4060 8GB,16 GB 2x 8GB SO-DIMM DDR5-5200,1TB SSD M.2 2242 PCIe® 4.0x4 NVMe®,1920 x 1080,144 Hz,57799,16,1024,144,8,8.0,3,69.5
Lenovo,IdeaPad Gaming 3 15ACH6,AMD Ryzen 7 5800H,Nvidia GeForce RTX 3060 6GB,1x 8GB SO-DIMM DDR4-3200,512GB SSD M.2 2280 PCIe® 3.0x4 NVMe,1920x1080,120 Hz,43999,8,512,120,8,6.5,3,60.0
Lenovo,Legion 5 Pro 16ITH6,Intel® Core™ i7-11800H,NVIDIA® GeForce RTX™ 3050 Ti 4GB,16GB 2x 8GB SO-DIMM DDR4-3200,1TB SSD M.2 2280 PCIe® 4.0x4 NVMe,2560 x 1600,165 HZ,58999,16,1024,165,8,6.0,4,63.94
Lenovo,Legion Pro 5 16IRX8,Intel Core i9-13900HX,NVIDIA® GeForce RTX™ 4070 8GB,16GB 2x 8GB SO-DIMM DDR5-5600,1TB SSD M.2 2280 PCIe® 4.0x4 NVMe®,2560x1600,240 HZ,124999,16,1024,240,10,8.5,4,81.25
Acer,Predator Helios 300-PH315-54-760S,Intel Core I7-11800H,Nvidia GeForce RTX 3060 6GB,16 GB DDR4 SDRAM,512 GB SSD,1920 x 1080,144 Hz,54999,16,512,144,8,6.5,3,61.75
ASUS,ROG Flow X16 GV601RM-BLK17W,AMD Ryzen 7-6800HS,NVIDIA® GeForce RTX™ 3060,16GB 2x 8GB DDR5-4800 SO-DIMM,1TB PCIe 4.0 NVMe M.2 Performance SSD,2560 x 1600,165 HZ,82999,16,1024,165,8,6.5,4,65.69
Dell,G15 5525,AMD Ryzen 7-6800H,NVIDIA® GeForce RTX™ 4050 6GB,"16GB, 2x8GB, DDR5, 4800MHz",512GB M.2 PCIe Solid State Drive,1920 X 1080,120 Hz,39999,16,512,120,8,7.0,3,63.0
HP,Victus 15-FA1105NE,Intel® Core™ i7-13700H,NVIDIA® GeForce RTX™ 4050 6GB,16 GB DDR4-3200 MHz RAM (2 x 8 GB),512 GB PCIe® Gen4 NVMe™ TLC M.2 SSD,1920 X 1080,144 Hz,53599,16,512,144,8,7.0,3,63.5
HP,Victus 16-E1013NE,AMD Rayzen 7-6800H,NVIDIA® GeForce RTX™ 3050 4GB,16 GB DDR5-4800 MHz RAM (2 x 8 GB),512 GB PCIe® NVMe™ TLC M.2 SSD,1920 X 1080,144 Hz,46149,16,512,144,5,6.0,3,49.5
HP,Victus 16-E1002NE,AMD Rayzen 5-6600H,NVIDIA® GeForce RTX™ 3050 4GB,16 GB DDR5-4800 MHz RAM (2 x 8 GB),512 GB PCIe® NVMe™ TLC M.2 SSD,1920 X 1080,144 Hz,42000,16,512,144,5,6.0,3,49.5
Lenovo,Legion 5 15ACH6H,Amd Ryzen 7 5800H,NVIDIA® GeForce RTX™ 3070 8GB,16GB 2x 8GB SO-DIMM DDR4-3200,512GB SSD M.2 2280 PCIe® 3.0x4 NVMe®,1920 X 1080,165 HZ,50777,16,512,165,8,7.0,3,63.94
Lenovo,Legion 5 15IAH7,Intel® Core™ i7-12700H,NVIDIA® GeForce RTX™ 3050 Ti 4GB,16 GB 2x 8GB SO-DIMM DDR5-4800,512GB SSD M.2 2242 PCIe® 4.0x4 NVMe®,2560 x 1440,165 HZ,43499,16,512,165,8,6.0,3,60.44
Lenovo,IdeaPad Gaming 3 15ACH6,AMD Ryzen 7-5800H,NVIDIA® GeForce RTX™ 3060 6GB,16 GB 2x 8GB SO-DIMM DDR4-3200,512GB SSD M.2 2280 PCIe® 3.0x4 NVMe,1920 X 1080,165 HZ,43800,16,512,165,8,6.5,3,62.19
Lenovo,IdeaPad Gaming 3 15ACH6,AMD Ryzen™ 7 5800H,NVIDIA® GeForce RTX™ 3060 6GB,1x 8GB SO-DIMM DDR4-3200,512GB SSD M.2 2280 PCIe® 3.0x4 NVMe®,1920 X 1080,120 Hz,43000,8,512,120,5,6.5,3,49.5
HP,Victus 16-E1027NE,AMD Rayzen 5-6600H,NVIDIA® GeForce RTX™ 3050 4GB,16 GB DDR5-4800 MHz RAM (2 x 8 GB),512 GB PCIe® NVMe™ TLC M.2 SSD,1920 X 1080,144 Hz,58888,16,512,144,5,6.0,3,49.5
HP,Victus 16-E1011NE,AMD Rayzen 7-6800H,NVIDIA® GeForce RTX™ 3050 4GB,16GB DDR5-4800 MHz RAM (2 x 8 GB),512 GB PCIe® NVMe™ TLC M.2 SSD,1920 X 1080,144 Hz,46149,16,512,144,5,6.0,3,49.5
HP,Victus 16-E1012NE,AMD Rayzen 7-6800H,NVIDIA® GeForce RTX™ 3050 4GB,16 GB DDR5-4800 MHz RAM (2 x 8 GB),512 GB PCIe® NVMe™ TLC M.2 SSD,1920 x 1080,144 Hz,46149,16,512,144,5,6.0,3,49.5
HP,Victus 16-R0044NE,Intel® Core™ i7-13700H,NVIDIA® GeForce RTX™ 4050 6GB,16 GB DDR5-5200 MHz RAM (2 x 8 GB),1 TB PCIe® Gen4 NVMe™ TLC M.2 SSD,1920 X 1080,144 Hz,55999,16,1024,144,8,7.0,3,66.0
HP,Victus 16-E1026NE,AMD Rayzen 5-6600H,NVIDIA® GeForce RTX™ 3050 4GB,16 GB DDR5-4800 MHz RAM (2 x 8 GB),512 GB PCIe® NVMe™ TLC M.2 SSD,1920 x 1080,144 Hz,36999,16,512,144,5,6.0,3,49.5
HP,Victus 15-FA1106NE,Intel Core I7-13700H,NVIDIA® GeForce RTX™ 4050 6GB,16 GB DDR4-3200 MHz RAM (2 x 8 GB),512 GB PCIe® Gen4 NVMe™ TLC M.2 SSD,1920 X 1080,144 Hz,50499,16,512,144,8,7.0,3,63.5
HP,Victus 15-FA1104NE,Intel Core I7-13700H,NVIDIA® GeForce RTX™ 4050 6GB,16GB DDR4 3200MHz RAM (2 x 8GB),512GB PCIe® Gen4 NVMe™ TLC M.2 SSD,1920 X 1080,144 Hz,50999,16,512,144,8,7.0,3,63.5
HP,Victus 15-FB0072NIA,AMD Ryzen™ 5 5600H,AMD Radeon™ RX 6500M Graphics,8 GB DDR4-3200 MHz RAM (1 x 8 GB),512 GB PCIe® Gen4 NVMe™ TLC M.2 SSD,1920 X 1080,144 Hz,30999,8,512,144,5,4.0,3,41.25
HP,Victus 15-FB0071NIA,AMD Ryzen 5-5600H,AMD Radeon™ RX 6500M Graphics,8 GB DDR4-3200 MHz RAM (1 x 8 GB),512 GB PCIe® Gen4 NVMe™ TLC M.2 SSD,1920 x 1080,144 Hz,28999,8,512,144,6,4.0,3,44.75
ASUS,ROG Strix Scar 17 G733ZW-KH096W,Intel Core I9-12900H,NVIDIA® GeForce RTX™ 3070 Ti 8GB,32GB 16GB DDR5-4800 SO-DIMM x 2,1TB PCIe® 4.0 NVMe™ M.2 Performance SSD,1920 X 1080,360Hz,103999,32,1024,360,10,7.0,3,77.5
ASUS,Rog Zephyrus G14 GA402RJ-GRY07W,AMD Rayzen 7-6800HS,AMD Radeon™ RX 6700S,16GB (8GB DDR5 on board+ 8GB DDR5-4800 SO-DIMM),1TB PCIe 4.0 NVMe M.2 SSD,2560 x 1600,120 Hz,53499,16,1024,120,5,4.0,4,45.5
ASUS,Rog Zephyrus G14 GA402RJ-WHT07W,AMD Rayzen 7-6800HS,AMD Radeon™ RX 6700S,16GB (8GB DDR5 on board + 8GB DDR5-4800 SO-DIMM),1TB PCIe® 4.0 NVMe™ M.2 SSD,2560 x 1600,120 Hz,53499,16,1024,120,5,4.0,4,45.5
ASUS,ROG Zephyrus S17 GX703HS-KF035T,Intel Core I9-11900H,NVIDIA® GeForce RTX™ 3080 16GB,32GB 16GB DDR4 on board + 16GB DDR4-3200 SO-DIMM,1TB + 1TB + 1TB M.2 NVMe™ PCIe® 4.0 RAID0 SSD,3840 x 2160,120 Hz,117699,32,3072,120,10,7.0,5,82.0
HP,Victus 16-E1015NE,AMD Ryzen 7-6800H,NVIDIA® GeForce RTX™ 3050 Ti 4GB,16 GB DDR5-4800 MHz RAM (2 x 8 GB),512GB PCIe® NVMe™ TLC M.2 SSD,1920 X 1080,144 Hz,35500,16,512,144,8,6.0,3,60.0
HP,Victus 16-E1014NE,AMD Ryzen 7-6800H,NVIDIA® GeForce RTX™ 3050 Ti 4GB,16 GB DDR5-4800 MHz RAM (2 x 8 GB),512 GB PCIe® NVMe™ TLC M.2 SSD,1920 X 1080,144 Hz,35500,16,512,144,8,6.0,3,60.0
HP,Victus 16-D1016NE,Intel Core I7-12700H,NVIDIA® GeForce RTX™ 3050 Ti 4GB,16 GB DDR5-4800 MHz RAM (2 x 8 GB),1 TB PCIe® NVMe™ TLC M.2 SSD,1920 X 1080,144 Hz,54699,16,1024,144,8,6.0,3,62.5
Acer,Nitro 5 AN515-58-526E,Intel Core I5-12500H,Nvidia GeForce RTX 3050 4GB,8GB DDR4 SDRAM 1 x 8GB,512GB SSD,1920 X 1080,144 Hz,29999,8,512,144,6,6.0,3,51.75
Lenovo,IdeaPad Gaming 3 15IAH7,Intel Core I5-12500H,NVIDIA® GeForce RTX™ 3050 4GB,8GB 1x 8GB SO-DIMM DDR4-3200,512GB SSD M.2 2280 PCIe® 3.0x4 NVMe®,1920 X 1080,120 Hz,46800,8,512,120,6,6.0,3,51.25
ASUS,ROG Zephyrus G15 GA503RM-HQ007W,AMD Ryzen 7-6800HS,"NVIDIA GeForce RTX™ 3060, 6GB",16GB Ram,1TB PCIe 4.0 NVMe™ M.2 SSD,2560 x 1440,165 HZ,44999,16,1024,165,8,6.5,3,64.69
ASUS,Rog Zephyrus G14 GA401QC-K2069T,AMD Ryzen 9-5900HS,NVIDIA® GeForce RTX™ 3050 4GB,16GB DDR4 on board,512 GB PCIE SSD,2560 x 1440,120 Hz,45999,16,512,120,10,6.0,3,66.5
ASUS,TUF Gaming F17 FX706HM-HX090T,Intel Core I7-11800H,NVIDIA® GeForce RTX™ 3060 6GB,16GB DDR4-3200 SO-DIMM,1TB M.2 NVMe™ PCIe® 3.0 SSD,1920 x 1080,144 Hz,47049,16,1024,144,8,6.5,3,64.25
ASUS,ROG Strix G15 G513QM-HQ415T,AMD Ryzen 7-5800H,NVIDIA® GeForce RTX™ 3060 6GB,16 8GB DDR4-3200 SO-DIMM x 2,1TB PCIE SSD,2560 x 1440,165 HZ,41999,8,1024,165,8,6.5,3,63.44
ASUS,ROG Zephyrus G14 GA401QM-K2012T,AMD Ryzen 9-5900HS,NVIDIA® GeForce RTX™ 3060 6GB,16GB DDR4,1TB PCIE SSD,2560 x 1440,120 Hz,50999,16,1024,120,10,6.5,3,70.75
ASUS,ROG Flow X13 GV301RC-LJ062W,AMD Ryzen 7-6800HS,Nvidia GeForce RTX 3050 4GB,16GB 8GB*2 LPDDR5 on board,512GB PCIe® 4.0 NVMe™ M.2 SSD (2230),1920 x 1200,120 Hz,52999,16,512,120,8,6.0,3,59.5
ASUS,ROG Flow X13 GV301RE-LJ118W,AMD Ryzen 7-6800HS,NVIDIA® GeForce RTX™ 3050 Ti 4GB,16GB 8GB*2 LPDDR5 on board,512GB PCIe® 4.0 NVMe™ M.2 SSD (2230),1920 x 1200,120 Hz,62400,16,512,120,8,6.0,3,59.5
ASUS,ROG Flow Z13 GZ301ZC-LD110W,Intel Core I7-12700H,NVIDIA® GeForce RTX™ 3050,16GB 8GB*2 LPDDR5,512GB PCIe® 4.0 2230 NVMe™ M.2 SSD,1920 x 1200,120 Hz,53499,16,512,120,8,6.0,3,59.5
ASUS,ROG Flow Z13 GZ301ZE-LC180W,Intel Core I9-12900H,NVIDIA® GeForce RTX™ 3050Ti 4GB,16GB 8GB*2 LPDDR5 on board,1TB PCIe® 4.0 NVMe™ M.2 SSD (2230),3840 x 2400,,69099,16,1024,60,10,6.0,5,69.75
ASUS,Rog Strix Scar 15 G533ZW-LN086W,Intel Core I9-12900H,NVIDIA® GeForce RTX™ 3070Ti 8GB,32GB 16GB DDR5-4800 SO-DIMM x 2,1TB PCIe® 4.0 NVMe™ M.2 Performance SSD,2560 x 1440,240 HZ,108900,32,1024,240,10,7.0,3,77.5
ASUS,ROG Strix Scar 17 G733ZW-KH162W,Intel Core I9-12900H,NVIDIA® GeForce RTX™ 3070Ti 8GB,32GB 16GB DDR5-4800 SO-DIMM x 2,2TB PCIe® 4.0 NVMe™ M.2 Performance SSD,1920 x 1080,360Hz,107000,32,2048,360,10,7.0,3,82.5
ASUS,ROG Strix Scar 17 G733ZX-KH059W,Intel Core I9-12900H,NVIDIA® GeForce RTX™ 3080Ti,32GB 16GB DDR5-4800 SO-DIMM x 2,1TB PCIe® 4.0 NVMe™ M.2 Performance SSD,1920 x 1080,360Hz,119999,32,1024,360,10,7.0,3,77.5
ASUS,TUF Gaming A15 FA507NU-LP045W,AMD Ryzen 7-7735HS,NVIDIA® GeForce RTX™ 4050 6GB,"16GB DDR5-4800 SO-DIMM, Max Capacity:32GB, Support dual channel memory",512GB PCIe® 4.0 NVMe™ M.2 SSD,1920 X 1080,144 Hz,44000,16,512,144,8,7.0,3,63.5
HP,Victus 15-FB0028NR,AMD Ryzen 7-5800H,NVIDIA® GeForce RTX™ 3050 Ti 4GB,16 GB DDR4-3200 MHz,512 GB PCIe® Gen4 NVMe™ TLC M.2 SSD,1920 X 1080,144 Hz,43899,16,512,144,8,6.0,3,60.0
HP,Victus 16-D1002NE,Intel Core I7-12700H,NVIDIA® GeForce RTX™ 3050 4GB,16 GB DDR5-4800 MHz RAM (2 x 8 GB),1 TB PCIe® NVMe™ TLC M.2 SSD,1920 X 1080,144 Hz,39499,16,1024,144,8,6.0,3,62.5
HP,Victus 15-FA0031NE,Intel Core I7-12700H,NVIDIA® GeForce RTX™ 3050 4GB,8 GB DDR4-3200 MHz RAM (1 x 8 GB) Transfer rates up to 3200 MT/s. 1 x 8 GB,512 GB PCIe® NVMe™ TLC M.2 SSD,1920 x 1080,144 Hz,36999,8,512,144,8,6.0,3,58.75
Lenovo,IdeaPad Gaming 3 15ACH6,AMD Ryzen 7-5800H,NVIDIA® GeForce RTX™ 3050 4GB,1x 16GB SO-DIMM DDR4-3200,512GB SSD M.2 2242 PCIe® 3.0x4 NVMe®,1920 X 1080,120 Hz,27499,16,512,120,8,6.0,3,59.5
HP,Victus 16-E0004NE,AMD Ryzen™ 5 5600H,NVIDIA® GeForce® GTX 1650 4GB,8 GB DDR4-3200 MHz RAM (2 x 4 GB) Transfer rates up to 3200 MT/s. 2 x 4 GB,512 GB PCIe® NVMe™ TLC M.2 SSD,1920 x 1080,,24750,8,512,60,5,4.0,3,39.5
MSI,GE76 Raider 12UHS,Intel Core I9-12900HK,NVIDIA® GeForce RTX™ 3080 Ti 16GB,64GB 32GB*2 DDR5  (4800MHz),2TB NVMe SSD Gen4x4,1920 X 1080,360Hz,129999,64,2048,360,10,7.0,3,87.5
MSI,Msi GS66 Stealth 11UG,Intel Core I7-11800H,Nvidia GeForce RTX 3070 8GB,16GB Ram,1TB NVMe PCIe Gen4 SSD,2560x1440,240 HZ,57999,16,1024,240,8,7.0,3,68.0
MSI,Katana GF66 12UG,Intel Core I7-12700H,NVIDIA GeForce RTX 3070 8GB,16GB Ram DDR4-3200,1TB NVMe PCIe SSD,1920 X 1080,144 Hz,62049,16,1024,144,8,7.0,3,66.0
MSI,GF63 Thin 11UD,Intel Core I7-11800H,NVIDIA® GeForce RTX™ 3050 Ti 4GB,"8GB, 2x8GB, DDR4, 3200MHz",256GB NVMe PCIe SSD +1TB (SATA) 5400rpm,1920 X 1080,144 Hz,36144,8,1280,144,8,6.0,3,62.5
MSI,GF63 Thin 11SC,Intel Core I7-11800H,NVIDIA GeForce GTX 1650 4GB,8GB DDR4-3200,256GB NVMe PCIe SSD +1TB (SATA) 5400rpm,1920 X 1080,60 Hz,32100,8,1280,60,8,4.0,3,53.75
MSI,Vector GP76 12UGS,Intel Core I7-12700H,Nvidia GeForce RTX 3070Ti 8GB,32GB 16GB*2 DDR5 (4800MHz),1TB NVMe PCIe SSD,2560 x 1440,240 HZ,79599,32,1024,240,8,7.0,3,70.5
MSI,Vector GP66 12UH,Intel Core I7-12700H,NVIDIA® GeForce RTX™ 3080 8GB,32GB 16GB*2 DDR5 (4800MHz),1TB NVMe PCIe SSD,2560 x 1440,165 HZ,83299,32,1024,165,8,7.0,3,68.94
Lenovo,Legion Pro 5 16IRX8,Intel Core I7-13700HX,NVIDIA® GeForce RTX™ 4060 8GB,"16GB, 2x 8GB SO-DIMM DDR5-4800",512GB SSD M.2 2280 PCIe® 4.0x4 NVMe®,2560 x 1600,165 HZ,71000,16,512,165,8,8.0,4,68.44
ASUS,ROG Zephyrus M16 GU603ZW-K8069W,Intel Core I9-12900H,NVIDIA® GeForce RTX™ 3070Ti 8GB,32GB  16GB DDR5 on board 16GB DDR5-4800 SO-DIMM,1TB PCIe® 4.0 NVMe™ M.2 Performance SSD,2560 x 1600,165 HZ,102999,32,1024,165,10,7.0,4,76.94
ASUS,ROG Strix G16 G614JZ-NN007W,Intel Core I7-13650HX,NVIDIA® GeForce RTX™ 4080 12GB,16GB DDR5-4800 SO-DIMM,1 TB PCIe® 4.0 NVMe™ M.2 SSD,1920 x 1200,165 HZ,135000,16,1024,165,8,9.0,3,73.44
ASUS,TUF Gaming A15 FA507RM-HQ098W,AMD Ryzen 7-6800H,NVIDIA® GeForce RTX™ 3060 6GB,"16GB 8GB DDR5-4800 SO-DIMM x 2, Max Capacity:32GB, Support dual channel memory",512GB PCIe® 3.0 NVMe™ M.2 SSD,1920 X 1080,144 Hz,47599,16,512,144,8,6.5,3,61.75
ASUS,TUF Gaming A15 FA507XI-LP009W,AMD Ryzen 9-7940HS,NVIDIA® GeForce RTX™ 4070 8GB,16GB DDR5-4800,512GB PCIe® 4.0 NVMe™ M.2 SSD,1920 X 1080,144 Hz,84999,16,512,144,10,8.5,3,75.75
ASUS,TUF Gaming A15 FA507RC-HN007W,AMD Ryzen 7-6800H,NVIDIA® GeForce RTX™ 3050 4GB,"16GB 2x8GB DDR5-4800 SO-DIMM , Max Capacity:32GB, Support dual channel memory",512GB PCIe® 3.0 NVMe™ M.2 SSD,1920 X 1080,144 Hz,34499,16,512,144,8,6.0,3,60.0
ASUS,TUF Gaming F15 FX507ZV4-LP007W,Intel Core I7-12700H,NVIDIA® GeForce RTX™ 4060 8GB,16GB DDR4-3200,512GB PCIe® 4.0 NVMe™ M.2 SSD,1920 X 1080,144 Hz,60149,16,512,144,8,8.0,3,67.0
ASUS,ASUS TUF Gaming F15 FX507ZU4-LP007W,Intel Core I7-12700H,NVIDIA® GeForce RTX™ 4050 6GB,16GB DDR4-3200 SO-DIMM,512GB PCIe® 4.0 NVMe™ M.2 SSD,1920 X 1080,144 Hz,69700,16,512,144,8,7.0,3,63.5
ASUS,TUF Gaming F15 FX507VU4-LP121W,Intel Core I9-13900H,NVIDIA® GeForce RTX™ 4050 6GB,16GB DDR4-3200 SO-DIMM,512GB PCIe® 4.0 NVMe™ M.2 SSD,1920 X 1080,144 Hz,64999,16,512,144,10,7.0,3,70.5
Dell,G15 5530,Intel Core I7-13650HX,NVIDIA GeForce RTX 3050 6GB,"16GB, 2x8GB, DDR5, 4800MHz","512GB, M.2, PCIe NVMe, SSD",1920 X 1080,120 Hz,50099,16,512,120,8,6.0,3,59.5
ASUS,TUF Dash F15 TUF516PE-AB73,Intel Core I7 11370H,Nvidia GeForce RTX 3050Ti 4GB,8GB Ram,512GB M.2 NVMe™ PCIe® 3.0 SSD,1920 x 1080,144 Hz,44999,8,512,144,8,6.0,3,58.75
Lenovo,Legion 5 Pro 16ITH6,Intel Core I7-11800H,NVIDIA® GeForce RTX™ 3050 Ti 4GB,"16GB, 2x 8GB SO-DIMM DDR4-3200",512GB SSD M.2 2280 PCIe® 3.0x4 NVMe®,2560x1600,165 HZ,40000,16,512,165,8,6.0,4,61.44
ASUS,TUF Gaming F15 FX507VV4-LP105W,Intel Core I9-13900H,NVIDIA GeForce RTX 4060 8GB,16GB Ram,512GB PCIe® 4.0 NVMe™ M.2 SSD,1920 X 1080,144 Hz,91555,16,512,144,10,8.0,3,74.0
HP,Victus 16-E0005NE,AMD Rayzen 5-5600H,Nvidia GeForce GTX 1650 4GB,8 GB DDR4-3200 MHz RAM (2 x 4 GB),512 GB PCIe® NVMe™ TLC M.2 SSD,1920 x 1080,,24799,8,512,60,5,4.0,3,39.5
ASUS,TUF Gaming F15 FX507ZC4-HN002W,Intel Core I7-12700H,Nvidia GeForce RTX 3050 4GB,16GB DDR4,512GB PCIe® NVMe™ M.2 SSD,1920 x 1080,144 Hz,43999,16,512,144,8,6.0,3,60.0
Dell,G15 5530,Intel Core I7-13650HX,NVIDIA GeForce RTX 4060 8GB,"16GB, 2x8GB, DDR5, 4800MHz","512GB, M.2, PCIe NVMe, SSD",1920 x 1080,165 HZ,62000,16,512,165,8,8.0,3,67.44
Lenovo,IdeaPad Pro 5 16IRH8,Intel Core I7-13700H,NVIDIA® GeForce RTX™ 4050 6GB,16GB Soldered LPDDR5-5200,512GB SSD M.2 2242 PCIe® 4.0x4 NVMe®,2560 x 1600,120 Hz,47499,16,512,120,8,7.0,4,64.0
Lenovo,IdeaPad Gaming 3 15IAH7,Intel Core I7-12650H,NVIDIA® GeForce RTX™ 3050 4GB,"16GB, 2x 8GB SO-DIMM DDR4-3200",512GB SSD M.2 2280 PCIe® 3.0x4 NVMe®,1920 x 1080,120 Hz,49999,16,512,120,8,6.0,3,59.5
Lenovo,Legion 5 15ACH6H,Amd Ryzen 5-5600H,NVIDIA® GeForce RTX™ 3050 Ti 4GB,1x 8GB SO-DIMM DDR4-3200,512GB SSD M.2 2280 PCIe® 3.0x4 NVMe®,1920 x 1080,120 Hz,41299,8,512,120,6,6.0,3,51.25
Lenovo,LOQ 15IRH8,Intel Core I7-13620H,NVIDIA® GeForce RTX™ 4050 6GB,"8GB, 1x 8GB SO-DIMM DDR5-5200",512GB SSD M.2 2242 PCIe® 4.0x4 NVMe®,1920 X 1080,144 Hz,46000,8,512,144,8,7.0,3,62.25
Lenovo,LOQ 15IRH8,Intel Core I7-13620H,NVIDIA® GeForce RTX™ 4050 6GB,16GB 2x 8GB SO-DIMM DDR5-5200,512GB SSD M.2 2242 PCIe® 4.0x4 NVMe®,1920 X 1080,144 Hz,49499,16,512,144,8,7.0,3,63.5
Lenovo,LOQ 15IRH8,Intel Core I7-13620H,NVIDIA® GeForce RTX™ 4060,16GB 2x 8GB SO-DIMM DDR5-5200,512GB SSD M.2 2242 PCIe® 4.0x4 NVMe®,1920 x 1080,144 Hz,46199,16,512,144,8,8.0,3,67.0
Dell,G15 5515,Amd Ryzen 5-5600H,NVIDIA GeForce RTX 3050 4GB,8GB Ram,512GB SSD,1920 X 1080,120 Hz,38000,8,512,120,6,6.0,3,51.25
ASUS,ROG Strix SCAR 18 G834JY-N6033W,Intel core I9-13980HX,NVIDIA® GeForce RTX™ 4090 16GB,32GB 16GB DDR5-4800 SO-DIMM x 2,2TB 1TB + 1TB PCIe® 4.0 NVMe™ M.2 Performace SSD,2560 x 1600,240 HZ,146499,32,4096,240,10,9.5,4,92.25
ASUS,TUF Dash F15 FX516PM-HN023T,Intel Core I7 11370H,Nvidia GeForce RTX3060 6GB,"16GB 8GB DDR4 on board, 8GB DDR4-3200 SO-DIMM, Max Capacity:24GB",512GB PCIe® 3.0 NVMe™ M.2 SSD,1920 X 1080,144 Hz,43999,16,512,144,8,6.5,3,61.75
ASUS,ROG Strix G15 G513IM-HN007W,AMD Rayzen 7-4800H,NVIDIA® GeForce RTX™ 3060,16GB DDR4,1TB PCIe® 3.0 NVMe™ M.2 SSD,1920 X 1080,144 Hz,47555,16,1024,144,5,6.5,3,53.75
MSI,GF63 Thin 10UC,Intel Core I5-10500H,NVIDIA® GeForce RTX™ 3050 4GB,8GB DDR4-2666,1TB+256 SSD,1920 x 1080,,25999,8,1024,60,6,6.0,3,52.5
MSI,GF63 Thin 10UC,Intel Core I7-10750H,NVIDIA® GeForce RTX™ 3050 4GB,16GB DDR4-2666,1TB+256 SSD,1920 x 1080,,32099,16,1024,60,8,6.0,3,60.75
MSI,GF63 Thin 11SC,Intel Core I5-11400H,Nvidia GeForce GTX 1650 4GB,8GB DDR4-3200,1TB HDD (SATA) 5400rpm + 256GB NVMe PCIe SSD,1920 x 1080,,29050,8,1280,60,6,4.0,3,46.75
MSI,GF63 Thin 11UC,Intel Core I5-11400H,NVIDIA® GeForce RTX™ 3050 4GB,8GB DDR4-3200,1TB HDD (SATA) 5400rpm + 256GB NVMe PCIe SSD,1920x1080,,38499,8,1280,60,6,6.0,3,53.75
ASUS,ROG Flow Z13 GZ301ZE-LD165W,Intel Core I9-12900H,NVIDIA® GeForce RTX™ 3050Ti,16GB 2x 8GB LPDDR5 on board,1TB PCIe® 4.0 NVMe™ M.2 SSD (2230),1920 x 1200,120 Hz,84999,16,1024,120,10,6.0,3,69.0
ASUS,Vivobook Pro 15 OLED D6500QH-OLED005W,AMD Ryzen™ 5 5600H,NVIDIA® GeForce® GTX 1650 4GB GDDR6,8GB DDR4,512GB M.2 NVMe™ PCIe® 3.0 SSD,2880 x 1620,120 Hz,49500,8,512,120,5,4.0,4,41.75
ASUS,Vivobook Pro 16X OLED M7600QC-OLED007W,Amd Ryzen 7-5800H,NVIDIA® GeForce® RTX™ 3050 Laptop GPU 4GB GDDR6,16GB DDR4,1TB M.2 NVMe™ PCIe® 3.0 SSD,3840 x 2400,60 Hz,39999,16,1024,60,8,6.0,5,62.75
